,word,showCount,id,translation
699,prejudice,2,2374304,"n. 偏见, 成见, 侵害\nvt. 使存偏见, 使有成见, 侵害"
697,justify,2,1592969,"vt. 替...辩护, 证明\nvi. 证明合法\n[计] 段落重排, 两端对齐"
388,personalities,2,2255538,"n. 人身攻击, 诽谤"
399,thorny,2,3066610,"a. 多刺的, 令人苦恼的"
683,mechanism,2,1848603,"n. 机械, 机构, 结构, 机理, 技巧\n[化] 机理; 历程; 机构"
404,innocence,2,1508316,"n. 无罪, 无知, 天真无邪\n[法] 无罪, 无罪的人, 清白无辜者"
409,infant,2,1496439,"n. 婴儿, 儿童, 初学者\na. 婴儿的, 幼稚的"
657,tension,2,3029051,"n. 紧张, 不安, 拉紧, 张力, 压力, 电压\nvt. 拉紧, 使紧张"
676,expenditure,2,1037643,"n. 开支, 费用, 用光, 消费额\n[经] 支出, 费用, 消费"
418,relieved,2,2538977,"a. 宽慰的, 解除的, 减轻的"
422,suppress,2,2960744,"vt. 镇压, 使止住, 禁止, 抑制, 查禁\n[法] 镇压, 平定, 禁止出版"
423,innovation,2,1508468,"n. 改革, 创新\n[法] 创新, 改革, 刷新"
426,genome,2,1224303,[化] 基因组\n[医] 染色体组
672,application,2,168674,"n. 应用, 申请, 志愿书, 应用程序\n[计] 应用, 应用程序"
670,inherent,2,1503282,"a. 固有的, 与生俱来的\n[医] 固有的, 生来的"
438,inclusive,2,1482483,"a. 包含的, 包括的"
439,conflict,2,638503,"n. 战斗, 冲突, 矛盾, 争执\nvi. 争执, 战斗, 冲突, 抵触\n[计] 冲突"
440,period,2,2248221,"n. 时期, 节段, 节, 句点, 学时, 周期\na. 当时特有的, 过去某段时期的\ninterj. 就是这话, 就是这么回事"
665,conjunction,2,641931,"n. 连接词, 联合, 结合\n[计] 合取"
446,fabric,2,1052039,"n. 织物, 布, 结构, 构造, 建筑物\n[经] 组织, 建筑物, 工厂"
447,extend,2,1042186,"v. 扩充, 延伸, 伸展, 扩大\n[计] 扩展"
661,oppressive,2,2136994,"a. 压制性的, 压迫的, 沉重的"
666,overlook,2,2174138,"vt. 俯瞰, 远眺, 没注意到\nn. 眺望, 俯瞰到的景色"
291,feature,2,1074408,"n. 面孔的一部分(如眼、口等), 特征, 容貌, 特色, 特写\nvt. 是...的特色, 特写, 放映\nvi. 起重要作用\n[计] 特性"
576,initial,2,1504133,"n. 字首, 首字母\na. 开始的, 最初的, 字首的\nvt. 用姓名的首字母签名"
214,rewarding,2,2570006,"a. 有益的, 有报酬的, 报答的"
95,scared,2,2660488,"a. 害怕的, 担惊受怕的, 惊慌的, 吓坏了的"
828,tackle,2,2991138,"n. 工具, 复滑车, 滑车, 装备, 扭倒\nvt. 固定, 处理, 抓住\nvi. 扭倒"
831,emission,2,969838,"n. 发射, 射出, 发行\n[医] 发射, 遗精"
82,mortgage,2,1946216,"n. 抵押, 约束性义务, 抵押借款\nvt. 抵押, 以...作担保, 把...许给"
79,converge,2,662039,"vi. 聚合, 集中于一点\nvt. 使集合"
195,concentrate,2,631084,"n. 浓缩, 精选\nv. 集中, 专心"
199,deficiency,2,777863,"n. 缺乏, 不足\n[医] 缺乏, 不足"
212,lottery,2,1753758,"n. 奖券, 彩票, 运气\n[经] 抽彩给奖法"
75,secure,2,2689377,"a. 无虑的, 安心的, 安全的, 可靠的, 保险的\nvt. 固定, 获得, 保证, 使安全, 掩护, 招致\nvi. 停止操作, 船抛锚"
217,buck,2,405457,"n. 元, 雄鹿, 纨绔子弟, 鞍马, 培克(赌博时的庄家标志), 碱水, 自夸, 谈话\nvi. 马背突然拱起, 反对, 吹牛, 闲聊\nvt. 马背突然拱起将骑手摔下, 反对, 用碱水洗\na. 雄的"
50,coalition,2,581204,"n. 结合体, 结合, 联合\n[经] 联合, 联盟"
218,charity,2,515550,"n. 慈悲, 博爱, 慈善团体, 施舍\n[法] 宽大, 宽恕, 慈善机关"
223,ambiguous,2,115755,"a. 不明确的, 模棱两可的\n[法] 意思含糊的, 模棱两可的, 暧昧的"
225,employ,2,971538,"n. 雇用\nvt. 雇用, 使用, 使从事于"
226,illusory,2,1462092,"a. 产生幻觉的, 幻影的, 错觉的\n[法] 因错觉产生的, 虚幻的"
227,superiority,2,2956363,"n. 优越, 高傲\n[化] 优越性"
234,profound,2,2403337,"a. 极深的, 深厚的, 深刻的, 渊博的"
237,reflection,2,2525051,"n. 反映, 沉思, 映像, 想法, 责难\n[计] 反射"
843,assuage,2,203601,"vt. 平息, 缓和, 减轻"
51,rhetoric,2,2572443,"n. 修辞, 修辞学, 雄辩(术)"
99,content,2,651957,"n. 内容, 满足, 意义, 要旨\na. 满足的, 满意的\nvt. 使...满足, 使...安心\n[计] 内容"
102,grateful,2,1284048,"a. 感谢的, 感激的, 令人快意的, 受欢迎的"
186,press,2,2379450,"n. 压, 揿, 按, 人群, 印刷机, 压力, 出版社, 记者, 报刊, 新闻舆论, 紧迫\nvt. 压, 压榨, 紧抱, 逼迫, 推进, 强迫征募, 催逼\nvi. 压, 重压, 催促, 拥挤, 奋力前进, 受压"
789,base,2,272265,"n. 底部, 垒, 基础, 基地\nvt. 以...作基础\na. 卑鄙的, 低劣的\n[计] 基准"
813,genuine,2,1225394,"a. 真正的, 真实的, 诚恳的\n[医] 真性的"
126,smart,2,2801286,"a. 聪明的, 漂亮的, 刺痛的, 剧烈的, 敏捷的, 巧妙的, 伶俐的, 潇洒的\nn. 刺痛, 痛苦\nvi. 刺痛"
135,consequence,2,644249,"n. 结果, 重要性\n[法] 结果, 后果, 推断"
139,motivate,2,1949360,"vt. 给与动机, 刺激, 提高...的学习欲望, 促动\n[经] 促动, 激发, 激励"
141,relaxation,2,2537073,"n. 松弛, 放松, 减轻, 缓和, 休息, 休养\n[化] 松弛; 驰豫"
142,nutrition,2,2091165,"n. 营养, 营养学\n[医] 营养, 营养品"
143,lag,2,1649735,"n. 落后, 囚犯, 迟延, 桶板, 防护套\na. 最后的\nvi. 落后, 蹒跚, 缓缓而行, 滞后\nvt. 落后于, 押往监狱, 加上外套\n[计] 延迟; 落后"
150,modest,2,1924617,"a. 谦逊的, 羞怯的, 端庄的, 适度的\n[经] 适当的"
153,navigate,2,2004387,"vi. 航行\nvt. 航行于, 驾驶, 操纵, 使通过"
123,perceive,2,2243269,"v. 感觉; 认识, 理解; 察觉到, 意识到, 注意到"
158,infer,2,1497242,"vt. 推论出, 推断\nvi. 作推论"
160,frequent,2,1171431,"a. 时常发生的, 频繁的, 快速的\nvt. 时常来访, 常常聚集, 常与...交往"
164,terminology,2,3032726,"n. 术语, 术语学\n[医] 名词学, 命名法"
165,prompting,2,2408753,"n. 刺激, 激励, 提示\n[计] 提示; 提醒"
168,irony,2,1553475,"n. 反语, 讽刺, 具有讽刺意味的事"
795,composed,2,623890,"a. 镇静的, 沉着的"
110,institute,2,1514735,"n. 学会, 学院, 协会\nvt. 创立, 开始, 制定, 任命"
108,lure,2,1768558,"n. 饵, 诱惑\nvt. 引诱, 诱惑"
790,harsh,2,1336618,"a. 粗糙的, 刺耳的, 严厉的\n[法] 粗糙的, 严厉的, 苛刻的"
241,intuitive,2,1542431,a. 直觉的
216,wage,2,3297084,"n. 工资, 报应, 报偿\nvt. 开展, 进行\nvi. 进行"
29,curriculum,2,726927,"n. 课程\n[医] 课程, 学程"
748,regulate,2,2531540,"vt. 管理, 控制, 调节, 调整, 校准\n[经] 控制, 管理"
277,forecast,2,1147203,"n. 预想, 预测, 预报\nvt. 预想, 预测, 预报\n[计] 趋势预测"
276,release,2,2537696,"n. 释放, 发泄, 豁免, 发行, 释放证书\nvt. 释放, 解除, 放松, 豁免, 免除, 发布, 放弃, 让与\nn. 发布\n[计] 版本, 发布"
275,adjust,2,56124,"vt. 调整, 使适应于, 校准\nvi. 适应于, 被调节, 相互熟悉而适应"
41,status,2,2888487,"n. 状态, 情形, 地位, 要人身份\n[计] 状态"
758,vital,2,3285119,"a. 生命的, 重要的, 充满活力的, 生死攸关的, 致命的\n[医] 生命的, 生活的, 生活上必需的, 紧要的"
257,formula,2,1153255,"n. 客套语, 公式, 准则\n[计] 公式"
253,hail,2,1316969,"n. 冰雹, 致敬, 欢呼, 招呼\nvt. 向...欢呼, 致敬, 招呼, 使象下雹样落下\nvi. 招呼, 下雹\ninterj. 万岁, 欢迎"
31,coax,2,582855,"vt. 哄, 诱骗, 耐心地摆弄\nvi. 哄骗\n[计] 同轴电缆"
37,compete,2,619643,"vi. 竞争, 对抗"
43,tag,2,2992345,"n. 标签, 附属物, 碎片, 结束语, 口头禅, 附加语, 浑名, 标记, 标记符\nvt. 附以签条, 尾随, 添饰, 起浑名, 连接\nvi. 紧紧跟随\n[计] 标记"
251,immune,2,1466180,"a. 免疫的, 免除的, 不受影响的\nn. 免疫者"
246,boom,2,365813,"n. 繁荣, 隆隆声\nvi. 急速发展, 发隆隆声\nvt. 使兴旺, 发隆隆声"
24,transform,2,3125278,"vt. 使转换, 改变, 改造, 使...变形\nvi. 改变, 转化, 变换\n[计] 变换"
744,rein,2,2533341,"n. 缰绳, 统治, 支配\nvt. 驾驭, 以缰绳控制, 控制\nvi. 勒住马"
247,bust,2,421573,"n. 半身像, 胸部, 失败, 殴打\nvt. 使爆裂, 使破产\nvi. 爆裂, 破产\n[计] 操作错"
250,appetite,2,168001,"n. 食欲, 欲望, 爱好\n[医] 食欲"
271,certainty,2,502062,"n. 确定, 确实的事情\n[法] 确定, 肯定, 必然的事"
48,compensate,2,618821,"v. 偿还, 补偿, 付报酬"
585,circulation,1,553633,"n. 流通, 循环, 发行量\n[化] 环流"
587,episode,1,996743,"n. 插曲, 插话, 有趣的事件, 一段情节\n[医] 插话, 插曲, 发作"
638,counterbalance,1,687467,"vt. 使平均, 使平衡, 使弥补\nn. 平衡量, 平衡力, 势均力敌"
855,expand,1,1036171,"vt. 使膨胀, 详述, 扩张\nvi. 张开, 发展\nvt. 展开\nvi. 展开\n[计] 展开; DOS外部命令:将原始DOS磁盘上的压缩文件解压缩并拷贝到硬盘上"
637,mortality,1,1946023,"n. 必死的命运, 死亡数目, 死亡率\n[医] 必死性, 死亡率"
820,adaptable,1,50046,"a. 能适应的, 适合的, 可修改的"
854,confidant,1,637756,"n. 心腹朋友, 知己"
821,rig,1,2580496,"n. 装备, 帆装\nvt. 装配, 装扮, 给船装帆, 垄断, 操纵"
824,sophistication,1,2826508,"n. 诡辩, 老于世故, 复杂(性)\n[医] 掺假"
822,dynamic,1,916213,"a. 动态的, 有活力的, 有力的, 动力的, 不断变化的\nn. 动力, 动态\n[计] 动态的"
823,animated,1,141056,"a. 活生生的, 能活动的, 活泼的, 欢快的"
635,boulder,1,373876,"n. 大圆石\n[机] 圆石, 漂石"
630,blueprint,1,352541,"n. 蓝图, 设计图, (周详的)计划\nvt. 制成蓝图, 计划"
586,couch,1,684980,"n. 长沙发, 睡椅, 卧榻\nvt. 横躺, 表达\nvi. 躺下, 蹲伏"
634,pilot,1,2290343,"n. 飞行员, 领航员, 航船者, 导向器, 驾驶仪, 向导, 领导人\nvt. 领航, 驾驶, 引导, 试用\na. 引导的, 控制的, 试点的\n[计] 引导"
633,unsubstantiated,1,3223760,"[法] 未经证实的, 不能肯定的"
632,cargo,1,466059,n. 货物\n[经] 货柜
639,reserved,1,2552456,"a. 保留的, 预备的, 预定的, 腼腆的, 不露感情的, 含蓄的, 缄默的, 冷淡的\n[法] 用作储备的, 保留的, 预定的"
818,attain,1,214199,"vt. 达到, 获得\nvi. 达到"
819,differentiate,1,825362,"v. 区别, 区分"
641,exclude,1,1031156,"vt. 除外, 排除, 排斥\n[医] 除外(诊断)"
656,separate,1,2713932,"n. 独立件, 抽印本\na. 分开的, 各别的, 单独的, 分隔的\nvi. 分开, 隔开, 分居\nvt. 使分离, 使分开, 区分, 使分居"
860,torrent,1,3107704,"n. 奔流, 倾盆大雨, 倾注, 迸发"
859,fake,1,1058121,"n. 假货, 欺骗, 诡计\na. 假的\nvt. 假造, 仿造\nvi. 伪装"
654,studied,1,2927230,"a. 有计划的, 慎重的"
653,disengage,1,849359,"vt. 使脱离, 使松开, 使摆脱约束(或义务等)\nvi. 脱离, 解脱"
858,engender,1,982451,"vt. 产生, 引起\nvi. 发生, 形成"
579,founder,1,1157572,"n. 创立者, 建立者\nvt. 使沉没, 使摔倒, 弄跛, 浸水, 破坏\nvi. 沉没, 摔到, 变跛, 倒塌, 失败"
652,supervise,1,2958563,"v. 监督, 管理, 指导"
580,controversy,1,660757,"n. 论争, 辩论, 论战, 争论\n[法] 论战, 争论, 争吵"
651,elitism,1,963365,n. 精英主义
816,reciprocity,1,2510958,"n. 相互性, 相互作用, 互惠主义\n[经] 互惠性, 相关性"
650,green,1,1288621,"n. 绿色, 绿色颜料\na. 绿色的, 未成熟的, 新鲜的, 青春的, 无经验的, 脸色发青的"
649,provision,1,2419128,"n. (政府提供的)钱和设备, 准备, 供应品, 规定, 条款\nvt. 供给...食物及必需品"
648,absurd,1,24965,"a. 荒谬的, 不合理的, 可笑的\nn. 荒诞"
857,exceptional,1,1029051,"a. 例外的, 异常的, 特别的"
647,dual,1,904333,"a. 双重的, 双的\nn. 双数"
646,ethos,1,1015520,n. 气质；民族精神；社会思潮
856,nice,1,2031737,"a. 美好的, 和蔼的, 正派的, 做得好的, 精密的, 细微的, 挑剔的, 谨慎的"
817,hostile,1,1414496,"a. 敌人的, 怀敌意的, 敌对的\nn. 敌对分子"
583,reckon,1,2511273,"vt. 计算, 总计, 估计, 认为, 猜想\nvi. 数, 计算, 估计, 依赖, 料想"
628,intimate,1,1538889,"a. 亲密的, 私人的, 秘密的\nvt. 暗示, 通知, 告诉\nn. 至交"
584,slump,1,2798983,"n. 暴跌, 垂头弯腰的姿态\nvi. 猛然掉落, 陷入, 衰落(经济等)"
642,inspired,1,1513389,"a. 得到灵感的, 有灵感的, 官方授意的"
825,potent,1,2357282,"a. 有力的, 有说服力的, 有效的\n[医] 有力的, 有性交能力的"
845,reserve,1,2551994,"n. 储备品, 贮量, 后备军, 自然保护区, 保留, 拘谨, 节制, 储备金\nvt. 保留, 保存, 预订, 延期, 推迟"
627,nautical,1,2003558,"a. 海上的, 航海的, 船员的"
834,safeguard,1,2630060,"n. 保卫, 保护措施, 防护设施\nvt. 保卫, 保护"
615,intentional,1,1521192,"a. 故意的, 与目的有关的\n[法] 故意的, 有意的"
847,averse,1,233864,"a. 不愿意的, 反对的"
614,conscience,1,643803,"n. 良心\n[法] 良心, 道德感, 正义感"
836,asthma,1,204716,n. 哮喘\n[医] 气喘
837,untimely,1,3224896,"a. 不到时候的, 不合时令的, 不适时的"
838,compliance,1,623201,"n. 遵从, 顺从, 屈从\n[化] 柔顺; 顺应"
612,religion,1,2539120,"n. 宗教, 信仰\n[法] 宗教, 宗教信仰, 信仰"
611,concrete,1,632943,"n. 凝结物, 混凝土\na. 具体的, 实在的, 混凝土的\nv. (使)凝结, 用混凝土浇筑"
610,manifest,1,1809299,"n. 载货单, 运货单, 旅客名单\na. 显然的, 明白的\nvi. 显示, 出现\nvt. 表明, 表现, 证明"
839,minimize,1,1906627,vt. 将...减到最少\nvt. 最小化\nvi. 最小化\n[计] 最小化
609,indicate,1,1488614,"vt. 显示, 象征, 指示, 指出\n[医] 指示"
608,cultivated,1,720893,"a. 耕耘的, 栽植的, 有教养的"
840,arouse,1,185785,"vt. 唤醒, 鼓励, 引起\nvi. 醒来"
607,relentless,1,2538154,"a. 无情的, 冷酷的, 残酷的"
841,upgrade,1,3227932,"n. 上坡, 升级, 上升\nadv. 往上\nvt. 使升级, 提升, 改良品种\nvi. 升级\n[计] 升级"
842,impressionable,1,1471815,"a. 易感的, 敏感的, 可塑的"
606,viable,1,3272356,"a. 能养活的, 能生长发育的\n[医] 有活力的, 有生机的"
605,carol,1,468345,"n. 颂歌, 欢乐的歌\nv. 歌颂, 欢唱"
604,adolescent,1,59003,"a. 青春期的, 青少年的\nn. 青少年"
846,trait,1,3121977,"n. 特征, 特性, 一笔, 少许"
844,underlying,1,3200199,"a. 在下面的\n[经] 优先的, 基础的, 放在下面的"
602,sip,1,2780469,"n. 啜饮, 小口喝, 抿\nvi. 啜饮\nvt. 啜\n[计] 单列直插式组件"
599,scrub,1,2676610,"n. 用力擦洗, 矮树, 矮人, 渺小之物\nvt. 用力擦洗, 擦掉, 摩擦\nvi. 擦洗干净, 进行手臂消毒\na. 次等的, 矮小的, 非正规球队的, 临时凑合的"
835,premature,1,2375077,"a. 早产的, 过早的, 不成熟的\nn. 早产儿, 过早发生的事物"
814,communal,1,614603,"a. 公有的, 公社的\n[法] 公共的, 自治体的, 巴黎公社的"
826,beacon,1,289896,"n. 烽火, 灯塔\nv. 照亮"
616,eligible,1,962915,"a. 有资格当选的, 合格的\nn. 有资格者, 合格者, 适任者"
853,mate,1,1831596,"n. 配偶, 对手, 助手, (象棋)将死\nvt. 使配对, 使一致, 结伴, (象棋)将死\nvi. 成配偶, 紧密配合"
626,companion,1,617145,"n. 朋友, 陪伴, 指南, 升降口围罩\nvt. 陪伴"
852,cubicle,1,719095,n. 小卧室\n[医] 小隔间(宿舍或病室中的)
827,demise,1,788262,"n. 崩, 薨, 死亡\nvt. 让渡, 遗赠, 转让"
601,beverage,1,315677,n. 饮料\n[化] 饮料(如牛奶、茶、咖啡、啤酒等)
851,stray,1,2916439,"n. 走失的家畜, 浪子\na. 迷途的, 偶然的\nvi. 迷路, 彷徨, 流浪"
624,aeronautics,1,65853,"n. 航空学, 飞行术\n[机] 航空学"
829,contentious,1,652196,"a. 好争吵的, 爱争论的, 有异议的\n[法] 诉讼的, 争执的, 引起争论的"
623,expend,1,1037583,"vt. 花费, 消耗, 用光"
622,conform,1,638785,"vt. 使一致, 使遵守, 使符合\nvi. 一致, 符合, 适应"
621,evade,1,1023176,"v. (巧妙地)逃脱, 规避, 逃避"
830,toxic,1,3114373,"a. 有毒的, 中毒的\n[医] 中毒的, 毒物的"
850,receptive,1,2509692,"a. 能接纳的\n[医] 接受的, 感受的"
590,tangible,1,3002435,"n. 可触知的东西, 有形资产\na. 可触摸的, 有实体的, 非相像的, 有形的, 明确的"
832,circular,1,552586,"a. 圆形的, 循环的, 间接的\n[医] 环状的, 循环的"
620,arrogance,1,187011,"n. 傲慢态度, 自大"
833,spark,1,2836809,"n. 火花, 火星, 闪光, 无线电报务员, 瞬间放电, 活力, 朝气, 花花公子, 情郎\nvi. 闪光, 发火花, 求婚\nvt. 发动, 鼓舞, 使有朝气, 求婚"
591,accompany,1,30873,"vt. 陪伴, 伴随, 补充, 为...伴奏\nvi. 伴奏, 伴唱"
619,illiterate,1,1461670,"n. 文盲\na. 目不识丁的, 没受教育的"
618,literate,1,1725953,"n. 学者\na. 有读写能力的, 精通文学的, 受过教育的"
617,landmark,1,1656711,"n. 陆标, 划时代的事, 地界标\n[医] 界标"
849,stash,1,2883773,"vt. 藏起来\nn. 隐藏处, 隐藏物"
848,upfront,1,3227883,"a. 正直的, 坦率的; 最前面的, 首要的; 在前面的; 预先的\nadv. 在最前面; 提前支付（工资）"
815,reciprocal,1,2510374,"a. 互惠的, 相互的, 相等的, 倒数的, 彼此相反的\nn. 倒数, 互相起作用的事物"
742,jealousy,1,1575579,"n. 妒忌, 猜忌, 羡慕\n[法] 妒忌, 嫉妒, 猜忌"
659,capture,1,457444,"n. 抓取, 战利品, 捕获之物\nvt. 抓取, 获得, 迷住\n[计] 截获命令"
705,generate,1,1222128,"vt. 产生, 发生, 导致\n[电] 产生"
764,sustained,1,2967609,"a. 持续的, 持久不变的, 持久的, 不懈的\n[计] 持续的"
724,productivity,1,2401663,"n. 生产力\n[经] 生产率, 生产能力"
765,overhaul,1,2172636,"vt. 分解检查, 翻修, 精细检查, 彻底革新\nn. 分解检查, 精细检查, 大检修"
766,crate,1,697857,"n. 板条箱, 装货箱\n[建] 篓, 筐"
723,psychiatry,1,2426684,"n. 精神病学, 精神病治疗\n[医] 精神病学"
767,implausible,1,1470072,"a. 难以置信的, 不象真实的"
768,cumbersome,1,721950,"a. 笨重的, 麻烦的, 累赘的"
769,raisin,1,2483196,n. 葡萄干
721,reap,1,2505841,"vt. 收割, 收获, 获得\nvi. 收割, 得到报应"
771,mobility,1,1921947,"n. 可动性, 流动性, 机动性\n[化] 迁移率"
720,improvisation,1,1472418,"n. 即兴而作, 即席演奏, 即席作品"
719,render,1,2543517,"vt. 回报, 给于, 付给, 汇报, 提出, 舍弃, 反映, 表示, 表演, 致使, 执行, 实施\nvi. 给予补偿\nn. 交纳, 打底"
718,craft,1,695470,"n. 技艺, 手艺, 诡计\nvt. 精心制作"
717,distracted,1,858440,a. 心烦意乱的
772,duration,1,912156,"n. 持续时间, 持续\n[计] 持续时间"
773,beat,1,293063,"n. 心跳(声), 打, 敲打声, 拍子\nv. 打, 拍打, 打败\na. 疲乏的, 颓废的\nbeat的过去式\n[计] 拍; 节拍"
716,premium,1,2375449,"n. 额外补贴, 奖金, 奖赏, 保险费\n[医] 保险费"
714,analogy,1,129548,"n. 相似, 类似\n[计] 模拟"
713,pose,1,2347499,"n. 姿势, 姿态, 装模作样, 伪装\nvi. 摆姿势, 装模作样, 假装\nvt. 使摆好姿势, 提出, 造成"
712,convert,1,662898,"n. 皈依者, 改变宗教信仰者\nvt. 使改变信仰, 转换, 兑换, 倒置\nvi. 皈依\n[计] 转换"
711,dominate,1,872766,"v. 支配, 占优势"
710,clumsy,1,576467,"a. 笨拙的, 不雅观的, 粗陋的"
709,revealing,1,2566173,"a. 暴露的, 显露的, 揭露的"
708,intricate,1,1541530,"a. 复杂的, 错综的, 缠结的, 难懂的"
775,cutlery,1,731987,"n. 刀剑制造业, 刃具制造业, 刀剑, 刃具, 刀叉餐具"
776,enact,1,973419,"vt. 制定法律, 扮演, 颁布\n[法] 法令, 法规, 条例"
707,vehicle,1,3258574,"n. 交通工具, 车辆, 传播媒介\n[化] 载体; 运载体; 漆料"
763,handle,1,1327854,"n. 柄, 把手, 把柄, 柄状物, 手感\nvt. 触摸, 运用, 买卖, 处理, 操作\nvi. 搬运, 易于操纵\nn. 句柄\n[计] 句柄"
726,jolt,1,1585629,"n. 震摇, 摇动, 颠簸\nvi. 颠簸而行, 震摇\nvt. 使颠簸, 使慌张, 猛击"
727,communicate,1,614708,"vt. 显露, 传达, 感染\nvi. 通讯"
734,modify,1,1925208,"vt. 修正, 变更, 修饰, 缓和, 减轻\nvi. 被修改\n[计] 修改"
577,bankruptcy,1,263910,"n. 破产者\n[经] 破产, 倒闭"
745,anonymous,1,145458,"a. 姓氏不详的, 无名的, 无特色的\n[计] 无记录"
746,guilty,1,1305474,"a. 犯罪的, 有过失的, 自觉有错的, 心虚的\n[法] 有罪的, 犯罪的, 自觉有罪的"
747,deprivation,1,796399,"n. 剥夺, 剥夺官职, 免职\n[医] 丧失, 剥夺, 缺乏"
740,rap,1,2489707,"n. 轻敲, 拍击, 责骂, 无价值的东西\nvt. 轻敲, 厉声说出, 叱责, 抢走, 使着迷\nvi. 敲击, 发敲击声, 交谈, 同情\n[计] 随机存取程序, 资源分配处理器, 常驻汇编程序"
739,appease,1,167576,"vt. 抚慰, 缓解, 平息, 姑息\n[法] 使和缓, 使满足, 姑息"
749,intensify,1,1520768,vt. 加强\nvi. 强化
750,addictive,1,51313,a. 上瘾的
738,request,1,2549927,"n. 请求, 需要, 申请书\nvt. 请求, 要求, 邀请\n[计] 请求"
751,shade,1,2729195,"n. 荫, 阴暗, 遮光物, 灯罩, 帘, 浓淡, 微量, 底纹\nvi. 渐变\nvt. 使阴暗, 使渐变, 遮蔽, 微减\n[计] 底纹"
736,precise,1,2369896,"a. 精确的, 严谨的, 明确的\n[机] 精密的, 正确的"
752,soak,1,2808652,"n. 浸, 湿透, 大雨\nvt. 使上下湿透, 浸, 吸入, 吸收, 浸洗掉\nvi. 浸泡, 渗透"
733,accurate,1,33041,"a. 正确的, 精确的\n[经] 准确的, 精确的"
762,cultivate,1,720879,"vt. 培养, 耕作"
753,striking,1,2920966,"a. 醒目的, 惊人的, 打击的, 罢工的\n[法] 罢工的, 罢市的, 罢课的"
754,flourish,1,1129478,"vi. 繁荣, 茂盛, 活跃, 手舞足蹈\nvt. 挥舞, 夸耀\nn. 挥舞, 炫耀, 茂盛, 兴旺, 华丽词藻"
755,sequester,1,2716889,"vt. 使隐退, 使隔绝, 扣押, 没收\n[化] 螯合剂; 多价螯合剂"
757,proceeds,1,2397447,"pl. 收益\n[经] 收入, 收款, 所得"
732,muscle,1,1976399,"n. 肌肉, 臂力\n[医] 肌"
731,apologize,1,165907,"vi. 道歉, 辩解"
730,planet,1,2304644,"n. 行星, 命运星辰, 杰出的人, 重大影响的事"
729,awkward,1,235625,"a. 笨拙的, 棘手的"
759,lumber,1,1765896,"n. 木材, 破旧家俱, 废物, 隆隆声\nvt. 砍伐木材, 乱堆\nvi. 笨拙地移动, 喧闹地向前走, 隆隆地移动"
728,contact,1,649941,"n. 联系, 交际, 熟人, 接触\nvi. 接触, 联系\nvt. 使接触"
760,recreation,1,2514813,"n. 娱乐, 消遣, 休息, 再创造\n[医] 娱乐, 休养"
761,preserve,1,2378760,"vt. 保护, 保持, 保存, 维持, 腌, 禁猎\nvi. 加工食品, 禁猎\nn. 加工成的食品, 禁猎地, 保护区, 防护物"
706,commitment,1,611698,"n. 委托, 交押, 承担义务, 赞助\n[医] 院禁"
777,detrimental,1,807086,a. 有害的
660,responsive,1,2558420,"a. 回答的, 应答的, 易感应的"
778,incentive,1,1480602,n. 动机\na. 激励的
680,tease,1,3015955,"n. 揶揄, 戏弄, 逗惹\nvt. 戏弄, 取笑, 强求, 梳理, 使起毛"
679,equation,1,999463,"n. 相等, 等式, 平衡\n[化] 方程式; 等式; 反应式; 公式"
678,hazard,1,1344306,"n. 冒险, 危险, 机会\nvt. 冒...的危险, 赌运气, 使冒危险\n[计] 相关危险; 冒险"
677,redirect,1,2519639,"vt. 重新寄送, 使改道, 使改方向\n[计] 重定向, 重新引导"
794,sibling,1,2755970,"n. 兄弟, 同胞\n[医] 同胞(兄弟姐妹)"
675,watershed,1,3314105,"n. 流域, 分水岭\n[医] 分水界, 分水岭"
796,dose,1,877368,"n. 剂量, 服用量\nvt. 给药, (用药)医治\nvi. 服药"
674,frequency,1,1170285,"n. 频率, 频数\n[计] 频率"
797,fatigue,1,1070839,"n. 疲乏, 疲劳\nvt. 使疲劳, 使心智衰弱\nvi. 疲劳\na. 疲劳的"
798,inadvertently,1,1479466,"adv. 漫不经心地, 疏忽地; 非故意地"
799,tedious,1,3018396,"a. 沉闷的, 冗长乏味的"
800,instructive,1,1515471,"a. 有益的, 增进知识的"
671,mandatory,1,1806909,"a. 命令的, 托管的\n[经] 受托者, 命令者"
669,hinder,1,1389706,"a. 后面的\nv. 阻碍, 打扰"
668,lucrative,1,1764438,"a. 有利益的, 获利的, 合算的"
743,cooperative,1,666062,a. 合作的；合作社的
802,amuse,1,126067,"vt. 消遣, 娱乐, 使发笑"
803,suspicious,1,2967452,"a. 可疑的, 多疑的, 怀疑的\n[法] 怀疑的, 令人怀疑的, 可疑的"
804,naive,1,1991494,"a. 天真的, 纯真的, 幼稚的"
805,vague,1,3245065,"a. 含糊的, 不清楚的, 茫然的"
806,reflect,1,2524748,"vt. 反射, 反映, 招致, 深思\nvi. 被反射, 映出, 深思, 考虑, 指责"
807,emerge,1,968129,"vi. 浮现, 形成, 出现, (事实)显露"
808,withdraw,1,3354916,"vt. 撤回, 取回, 撤消, 使撤退, 拉开, 移开\nvi. 撤退, 离开"
664,attentive,1,214706,"a. 注意的, 留心的"
809,cooperate,1,665988,"vi. 合作, 协力, 配合\n[化] 合作"
811,pressing,1,2380184,"a. 紧迫的, 迫切的, 热切的\nn. 压, 压榨, 冲压件, 唱片"
